"iso3c","SPI.INDEX","SCI","SCI_rank","ODIN_score","ODIN_rank","odb","gdb","iiag_overall","iiag_stats","country","region","income","SI.POV.DDAY","SI.POV.GINI","GE.EST","NY.GDP.PCAP.KD","HD.HCI.OVRL","SN.ITK.DEFC.ZS","SH.STA.MMRT","SE.LPV.PRIM","SG.LAW.INDX","SH.H2O.SMDW.ZS","EG.ELC.ACCS.ZS","NV.IND.MANF.ZS","EN.POP.SLUM.UR.ZS","subsidies","EN.GHG.ALL.MT.CE.AR5","ER.MRN.PTMR.ZS","ER.LND.PTLD.ZS","DT.TDS.DECT.EX.ZS","sdg_index_score","hdi_value","env_perform_index","eci_value","press_free_score","better_life_index","undernourish","severe_food_insecurity","legatum_health_index","ghsindex"
"EGY",78.6,83.88893333333334,16.5,40.650000000000006,129.25,17,22,48.4,67.1,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",1.5,31.9,-0.3438741415739055,4070.51609950472,0.494374662637711,8.5,17,56.1192741394043,50.625,NA,100,15.435078425616101,0.89992,3.73367,377.7496,4.9514875,13.136055,26.765346944837148,69.6184890320464,0.7324999999999999,43.7,-0.19459759692351022,31.799999999999997,NA,7.2,8.8,107,28
"JOR",77.9,80.00005,27,59.45,59,16,22,NA,NA,"Jordan","Middle East & North Africa","Lower middle income",0,33.7,0.2901621386408805,3930.05726844234,0.553174376487732,17.9,41,62.24605178833,53.125,85.7091310193345,100,17.23402403497135,16.72229,0.37097,34.5392,0.9820715,4.4762559,18.80986276146905,69.87478579263873,0.7215,47.3,-0.1141857107480367,45.724999999999994,NA,NA,NA,100,42.8
"ARG",77.3,79.44445,31.5,44.7,112.5,41.5,50,NA,NA,"Argentina","Latin America & Caribbean ","Upper middle income",0.6,40.7,-0.330503523349762,13058.0215646423,0.602144718170166,3.2,45,59.1471900939941,79.375,NA,100,16.309670511397847,15.93801,1.14782,382.962,11.767086,8.6914997,42.306266171138404,73.685218767507,0.841,47,-0.31841932237148285,75.32,NA,3.2,13.1,60,54.4
"SEN",76.7,73.33331666666665,47.5,48.45,95.5,14,12,62.4,57.4,"Senegal","Sub-Saharan Africa ","Lower middle income",9.9,36.2,0.054729288443922997,1448.02557453482,0.420110791921616,4.6,261,68.5682296752929,72.5,26.6925904153209,67.9,15.26662061827755,31.60484,0.28954,30.6145,1.8515626,26.3941708,31.42679363351845,61.82940280112046,0.512,43.8,-0.7035823663075765,59.445,NA,5.7,11.1,117,32.8
"MNE",76.5,85.5555666666667,14.5,53.4,80,18,NA,NA,NA,"Montenegro","Europe & Central Asia","Upper middle income",2,34.3,0.10979321971535666,8146.28819928052,0.633181810379028,2.5,6,15.8112621307373,85,85.1189179871969,100,3.54178215140541,8.8,0,NA,0.5798241,13.8518906,22.640465338088852,71.40438382352943,0.829,47.7,NA,70.41,NA,2.5,3.3,103,44.1
"IND",75.8,76.11113333333336,40,55.05,75,43.5,47,NA,NA,"India","South Asia","Lower middle income",12.9,32.8,0.4223259091377255,2161.19483906598,0.493510901927948,13.7,103,56.0705604553222,74.375,NA,99.2,13.027570824013651,49.01085,0.36045,3940.7995,0.2408831,7.5188894,9.204923180923984,63.449214005602244,0.6375,27.6,0.49495070179303485,38.81,NA,16.6,NA,112,42.8
"MUS",75.5,85.5555666666667,14.5,54.7,75.75,26,NA,74.9,79.7,"Mauritius","Sub-Saharan Africa ","Upper middle income",0.1,36.8,0.738155096769333,10944.831375045851,0.62185925245285,5.9,84,NA,89.375,NA,100,11.4298382424596,NA,0.71263,6.409,0.0038782,4.725389,9.310831574953935,67.9773422035481,0.803,47.3,-0.1508739379545053,65.815,NA,6.8,10.5,81,39.7
"MYS",75.5,77.77780000000001,36,56.3,67.75,27,42,NA,NA,"Malaysia","East Asia & Pacific","Upper middle income",0,40.7,0.9340186417102815,11301.899744204151,0.610976159572601,2.5,21,42.025634765625,55.3125,93.941920809996,100,23.1742366588101,NA,0.30979,353.9151,5.5561285,13.3266735,NA,69.84974570494865,0.8045,41,1.229124625523885,57.19,NA,2.7,6,42,56.4
"TUN",75.2,65.00001666666665,68.75,55.95,70.75,31,23,70.9,71.6,"Tunisia","Middle East & North Africa","Lower middle income",0.3,33.7,-0.2816338539123535,3971.0267667130947,0.516809940338135,3.2,37,65.532859802246,64.375,74.3034603115934,100,15.37852132834125,7.64301,1.8475,49.8201,1.0355213,7.9146757,23.3984140827823,72.50349745352686,0.734,45.3,0.20996506015459696,54.3,NA,3,12.6,79,31.5
"PRY",75,65.5555666666667,69.75,47.95,103.5,30.5,34,NA,NA,"Paraguay","Latin America & Caribbean ","Upper middle income",1.3,45.1,-0.5380402356386185,6324.95831759237,0.528180062770844,4.5,71,77.7440109252929,94.375,64.2206042704366,100,19.466414783096802,15.1,0.10182,45.5653,NA,14.3147202,11.856708987826359,68.84061334351924,0.7235,39.5,-0.5839695930480957,57.16,NA,4.2,6.1,88,40.3
"ARE",74.3,NA,NA,77.35,12.5,25,27,NA,NA,"United Arab Emirates","Middle East & North Africa","High income",0,26.4,1.451704919338225,42597.75402850995,0.673011898994446,2.7,9,25.9162464141845,82.5,NA,100,10.333269110267285,NA,1.95563,295.1103,11.4804478,19.351305,NA,69.71476572936868,0.9115,51.6,0.0637776159370939,43.725,NA,2.5,1.2,33,39.6
"PER",74.1,80,29.5,59.75,57.25,32,38,NA,NA,"Peru","Latin America & Caribbean ","Upper middle income",2.7,40.3,-0.445124253630638,6607.10950231196,0.6051926612854,7,69,44.4424438476562,95,51.9852117120259,96.2,12.5666033057932,34.47168,0.11317,105.1089,7.9589729,22.5196667,13.834977043371548,71.65907643239113,0.762,46.5,-0.7373823722203573,57.245000000000005,NA,7,NA,52,54.9
"MAR",74.1,66.6666666666667,66.5,67.6,32.75,19,12,61.5,83.1,"Morocco","Middle East & North Africa","Lower middle income",1.4,39.5,-0.05888565815985205,3364.440185546875,0.504116356372833,6.9,72,59.7595329284668,75.625,74.8241993528604,100,15.08688865330775,10.85088,0.13343,114.7707,0.6756215,2.2007163,9.668718824818285,70.8694556722689,0.681,39.5,-0.5552645126978556,44.555,NA,6.3,NA,86,33.6
"SLV",73.9,85.55556666666666,14.75,40.099999999999994,135.5,17,13,NA,NA,"El Salvador","Latin America & Caribbean ","Upper middle income",3.4,38.8,-0.13541001453995724,4415.298419148456,0.546176612377167,6.8,43,69.0736236572265,88.75,NA,100,14.51878506388165,16.5,1.32163,13.0739,0.7070335,8.6441994,57.61084738875505,70.6589655080214,0.6735,41.6,-0.11209853241840999,52.725,NA,7.7,16.2,98,40.8
"SAU",73.3,NA,NA,53.45,80.5,22.5,29,NA,NA,"Saudi Arabia","Middle East & North Africa","High income",NA,NA,0.6893497407436371,23818.3776747885,0.576390504837036,3,16,32.4055786132812,71.25,NA,100,14.61199889789045,NA,4.02535,810.5116,2.4940987,4.7601271,NA,67.69215148723825,0.8725,42.5,0.7029531796773275,33.07,NA,3.8,NA,56,44.9
"GTM",73,70.55556666666665,53,36.05,151,25,19,NA,NA,"Guatemala","Latin America & Caribbean ","Upper middle income",9.5,48.3,-0.9024829268455505,4428.109340711785,0.461270093917847,12.6,96,78.5161895751953,73.75,56.293305047255,99.1,14.02075393743895,37.6,0.13192,45.0183,0.8059852,20.119276,15.111051168099017,59.38309831932772,0.631,32.5,-0.3104882786671321,48.03,NA,13.3,21.1,104,29.1
"UZB",72.6,66.1111,69.5,64.4,42.5,NA,32,NA,NA,"Uzbekistan","Europe & Central Asia","Lower middle income",2.3,31.2,-0.306852415204048,3651.194836472615,0.622805714607239,2.5,30,32.3652610778808,76.5625,79.8452982407754,100,18.97340746218365,NA,5.26905,227.1577,NA,5.7678466,28.899923519438047,71.14824662592311,0.724,42.6,-0.29168569048245746,45.735,NA,2.5,6.8,49,39
"AZE",71.7,78.33333333333334,34.75,56.55,70.75,NA,22,NA,NA,"Azerbaijan","Europe & Central Asia","Upper middle income",NA,NA,-0.0369246583431959,5623.30071272256,0.577767550945282,2.5,41,37.5467720031738,81.875,71.6117027151749,100,5.5309153131847655,26.92667,1.46575,68.8769,0.4369289,10.1551256,4.120227652031905,73.52747281639927,0.7375,40.5,-0.9326865871747335,39.665,NA,2.5,0.5,85,34.7
"DOM",71.4,71.11111666666665,52,57.150000000000006,67.5,30,35,NA,NA,"Dominican Republic","Latin America & Caribbean ","Upper middle income",0.8,37,0.0297866761684416,8793.998068382174,0.502766907215118,4.6,107,77.7178573608398,86.25,44.9411768110773,98.1,14.33015678374495,11.24888,0.01463,41.8585,17.276762,26.3893795,16.27773317444185,72.1351931436211,0.7655000000000001,47.7,-0.06617777049541473,74.39,NA,6.3,22,89,34.5
"UGA",71,69.44446666666664,58.25,47.7,98,16,31,47.5,60.6,"Uganda","Sub-Saharan Africa ","Low income",42.1,42.7,-0.5772886276245119,944.4199268229424,0.384176582098007,36.9,284,81.9233627319335,82.5,18.6814232075292,47.1,16.01060919301375,54.01214,0,56.4904,NA,16.0618458,20.50144674470405,55.024064778325126,0.5245,35.8,-0.696567177772522,46.215,NA,31.6,24.9,133,36.5
"BOL",70.7,66.6666666666667,66.5,48.65,98,26,22,NA,NA,"Bolivia","Latin America & Caribbean ","Lower middle income",2,40.9,-0.602109640836716,3199.4990097230702,NA,23,161,NA,88.75,NA,99.9,10.23542917371105,46.62568,1.6988,58.463,NA,30.8655682,15.386867879641748,68.85065457091927,0.693,45.3,-0.9793579578399658,49.335,NA,19.4,NA,113,29.9
"ZWE",70.5,57.77776666666665,93,45.1,109.25,9,NA,48.1,61.4,"Zimbabwe","Sub-Saharan Africa ","Lower middle income",39.8,50.3,-1.21077936887741,1386.32592081344,0.46689310669899,38.1,357,NA,86.875,26.5164278963248,50.1,18.48146974360985,21.56821,0,30.1529,NA,27.2147465,10.679004885746325,55.60229221657315,0.5965,51.6,-1.0178741017977397,46.555,NA,38.4,28.6,141,32.4
"RWA",70.3,69.44445,57.5,61.8,51.5,21,25,59.1,75.7,"Rwanda","Sub-Saharan Africa ","Low income",52,43.7,0.310218349099159,976.297452690117,0.379552751779556,31.4,259,NA,87.8125,NA,50.6,9.88279497940767,38.34923,0.04931,9.0318,NA,9.1052475,13.40620341593765,60.19805602482372,0.533,33.9,-0.7552395065625509,45.879999999999995,NA,31.6,NA,116,33.1
"BIH",70,62.22223333333335,77.75,43.55,115,14,NA,NA,NA,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",0.1,33,-1.0163866281509415,6417.04140730614,0.57968407869339,2.5,6,NA,85,86.9706794612828,100,13.845788421415449,4,0.21814,29.141,0,4.0636635,10.44816499488223,74.0198609566904,0.7805,46,0.546420176823934,65.535,NA,2.5,3.1,95,35.4
"BFA",69.9,65.00001666666665,71.5,50.9,87.5,22,23,54.6,49.1,"Burkina Faso","Sub-Saharan Africa ","Low income",25.3,37.4,-0.8396880924701691,741.7643909156945,0.383691936731339,15.4,264,73.8611907958984,82.5,NA,19.5,10.81102538964165,26.55025,0.14709,36.4971,NA,16.4263744,15.909967036445149,52.44550392398338,0.449,42.2,-0.7485275864601135,70.38,NA,16.2,21.2,132,29.8
"BGD",69.6,61.111116666666646,81.75,37.7,145.5,16,24,NA,NA,"Bangladesh","South Asia","Lower middle income",5,33.4,-0.7303447127342225,1844.863341156525,0.46403643488884,11.9,123,51.2200012207031,49.375,59.1092953183807,99.4,22.05341911521175,51.86921,0.72524,281.0516,5.3569427,4.6059628,11.91659808077955,65.91095145148968,0.658,28.1,-0.8779816031455994,35.97,NA,11.2,11,106,35.5
"CIV",69.2,70.5555833333333,55,29.650000000000002,162.25,NA,20,54.3,51.2,"Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income",9.7,35.3,-0.346642225980759,2263.017616915705,0.379889339208603,9.6,480,79.8854217529296,95,43.8921552555398,70.4,14.371573084037049,53.21082,0,36.1772,0.0725756,22.9614124,15.743228065268049,62.259287535013996,0.5505,42.9,-0.9948650002479553,71.645,NA,7.7,9.7,151,31.2
"MMR",69.2,74.4444666666667,42.25,49.650000000000006,91,9,NA,NA,NA,"Myanmar","East Asia & Pacific","Lower middle income",2,30.7,-1.71891325712204,1176.26673795561,0.477652013301849,5.3,179,89.4679412841796,58.75,57.3964993719658,73.7,23.712489854307,58.28105,1.04075,169.3869,0.477839,6.5800591,6.895803967142484,60.44313050674817,0.5925,27.1,-0.9562681714693705,26.645000000000003,NA,3.8,5,109,38.3
"PAK",68.6,71.66668333333331,49.75,42.95,118.25,10,NA,NA,NA,"Pakistan","South Asia","Lower middle income",4.9,29.6,-0.6012595295906065,1629.33986931346,0.406070023775101,20.7,154,79.5432510375976,58.75,50.6017785742925,95,13.677958239774949,55.97371,0.51992,546.0993,0.7665293,12.3145857,42.56863484044605,58.967641745509404,0.5435000000000001,25.5,-0.5529255469640096,38.97,NA,18.5,12.9,124,30.4
"PAN",68.5,67.22221666666665,62,46.15,107.5,25,35,NA,NA,"Panama","Latin America & Caribbean ","High income",1.2000000000000002,49.9,-0.168910667300224,16395.15550243805,0.501601994037628,5.6,50,78.5126113891601,79.375,NA,95,5.0347632725816,16.3,0,18.4776,26.8447285,31.3670845,NA,67.32492940588823,0.803,52.9,0.03454314668973287,63.225,NA,5.3,NA,57,53.5
"NER",68.4,68.33335,60.75,34.2,156.75,NA,NA,46,42.5,"Niger","Sub-Saharan Africa ","Low income",50.6,32.9,-0.6342570781707766,564.4677671988745,0.31568518280983,13.3,441,90.4368209838867,53.75,NA,19.5,7.08495208126172,70.44397,1.0794,43.2401,NA,18.1990204,16.8600064457764,48.30976092041832,0.4005,40,-0.9219195445378622,67.32,NA,16.1,30.5,143,28.7
"GMB",68.4,70.5555833333333,54.75,46.05,108,NA,20,55.3,58.9,"Gambia, The","Sub-Saharan Africa ","Low income",17.2,38.8,-0.6220830082893369,719.2628512482715,0.421570628881455,20.5,458,NA,69.375,47.6746525259498,65.4,1.46930773104843,38.89309,0,2.3435,0.6038402,7.7185812,11.521212725810566,58.30157717086835,0.5005,37.6,NA,70.155,NA,19.6,27,139,28.7
"KEN",68.3,57.7778,90.75,41.400000000000006,126,34,26,58.7,53.3,"Kenya","Sub-Saharan Africa ","Lower middle income",36.1,38.7,-0.3165692090988155,1777.968389670525,0.546752512454987,34.5,530,79.2863388061523,83.75,NA,76,7.6723085249121645,50.81331,0,117.8948,0.7314262,12.191143,26.9261696467585,60.91303634453782,0.5765,36.9,-0.5465601881345113,57.870000000000005,NA,27.8,28,114,38.8
"VNM",67.6,76.66668333333335,37.5,51.650000000000006,86.5,18,33,NA,NA,"Viet Nam","East Asia & Pacific","Lower middle income",1,36.1,0.15055108070373552,3682.1311312042753,NA,5.2,46,18.1209163665771,88.125,57.7814114254904,100,24.2311706188403,5.76598,0.12234,488.8638,0.5608906,7.5767808,7.160932912693415,73.32232265087856,0.7064999999999999,24.6,0.15553118785222372,25.345,NA,5,1.2,44,42.9
"TGO",67,71.11111666666665,52.75,37.7,140.5,15,15,50.5,60.7,"Togo","Sub-Saharan Africa ","Low income",26.6,37.9,-0.611837714910507,879.8191998122479,0.431868046522141,12.8,399,81.6579208374023,89.6875,19.4177904317129,57.2,12.6553673191714,38.5,1.43618,11.0876,0.1996491,27.9759121,11.37099924064405,56.264875560224084,0.537,35.7,-1.0160850485165913,60.115,NA,17.4,19.4,142,27.8
"QAT",66.8,NA,NA,42.35,125.5,21,22,NA,NA,"Qatar","Middle East & North Africa","High income",0,35.1,1.16701501607895,64713.32984415165,0.637771606445313,NA,8,21.058874130249,32.5,96.654816058767,100,8.975046952730935,NA,0.31664,194.6521,2.2920616,15.7816658,NA,66.23854149477972,0.8545,46.8,-0.23663930594921112,52.155,NA,NA,NA,38,48.7
"TZA",66.6,62.7777833333333,76.25,55.5,74.75,23,NA,53.4,50,"Tanzania","Sub-Saharan Africa ","Lower middle income",44.9,40.5,-0.4577233791351315,1081.724731445315,0.389834702014923,23.8,238,NA,81.25,11.3356525332316,45.8,8.290806532004535,40.88048,NA,89.3479,3.0150361,38.3785095,16.10090236983795,56.83294185765215,0.5485,43.6,-1.0726972023646038,46.150000000000006,NA,23.5,26.3,128,31.3
"CPV",66.3,65,72,45.3,109.75,NA,NA,70.7,59.8,"Cabo Verde","Sub-Saharan Africa ","Lower middle income",4.6,42.4,0.01725629670545455,4096.76098583421,NA,12.6,42,NA,86.25,NA,97.1,4.727814995583985,NA,0,1.3033,6.77e-4,2.8952403,14.60893134078875,68.83571070889894,0.662,38,NA,75.545,NA,18.2,6.3,73,34.1
"BEN",66.1,65.5556,65.25,51.45,86.5,13,14,56.1,44.7,"Benin","Sub-Saharan Africa ","Lower middle income",12.7,34.4,-0.19478718191385302,1241.06287816196,0.400290727615356,10.3,523,55.7761039733886,83.75,NA,56.5,9.94276638038864,67.93293,1.27828,20.6851,0,29.6433258,16.186611672075053,55.11762850140057,0.5245,37.8,-0.6897755662600199,50.415,NA,9.9,15.3,147,25.4
"JAM",66.1,57.7778,92.75,59.25,61,32,31,NA,NA,"Jamaica","Latin America & Caribbean ","Upper middle income",0.3,40.2,0.505578190088272,5271.85115703478,0.534977912902832,7.3,99,NA,71.25,NA,100,8.22958506777675,NA,0.00279,7.7068,0.7716407,20.0014114,26.2801244372342,69.59087410873441,0.711,48.5,-0.37252354621887207,79.62,NA,8.3,25.6,67,31.8
"GHA",65.5,74.44446666666664,45.75,40.25,134.25,25,28,64.8,67.9,"Ghana","Sub-Saharan Africa ","Lower middle income",25.2,43.5,-0.09954142943024649,2076.489573908055,0.450056403875351,6.2,263,NA,75,44.4680831984093,85.1,11.355303178739799,33.48685,0.19819,53.0073,0.0966918,14.8440571,11.411654820388865,61.798690889992365,0.632,36.9,-0.6870234310626984,66.68,NA,4.9,6.2,119,34.3
"MWI",65.1,71.66666666666666,52.5,39.25,138,14,15,54.6,48.6,"Malawi","Sub-Saharan Africa ","Low income",70.1,38.5,-0.85636630654335,558.6898972565659,0.413240641355515,19.9,381,NA,80,17.7570796234108,14,10.11307222151802,49.78452,0,20.8724,NA,22.8760471,9.45499717556544,56.29572535892102,0.514,35.1,-0.9167996843655905,60.870000000000005,NA,17.8,52.2,121,28.5
"LCA",65,57.7777666666667,93.5,57.3,67.5,14,21,NA,NA,"St. Lucia","Latin America & Caribbean ","Upper middle income",0.1,43.7,-0.011744450777769103,11332.1564910167,0.602564752101898,NA,73,NA,83.75,NA,100,2.76103941990557,NA,0.01082,0.4334,0.2185499,18.7452087,4.28715516522609,NA,0.719,51.1,NA,NA,NA,NA,4.5,NA,34.7
"KHM",64.1,60,84.5,35.05,153.75,NA,13,NA,NA,"Cambodia","East Asia & Pacific","Lower middle income",NA,NA,-0.328644096851349,2047.17987754138,0.491589874029159,4.6,218,90.0033493041992,81.25,29.131279569715,92.3,26.7276341312384,39.7,0.15731,50.0153,1.4415576,39.738636,9.18921035249609,64.83623969951617,0.5945,31.2,-0.4195120433966319,42.75,NA,4.8,14.8,92,31.1
"WSM",64.1,58.888916666666645,87.5,44.2,116.25,NA,NA,NA,NA,"Samoa","East Asia & Pacific","Lower middle income",1.2,38.7,0.400220364332199,3856.85026436749,0.54842168092727706,5.4,59,NA,75,62.1917137502586,98.3,5.00826653396174,NA,0,0.5484,0.1440134,8.2248735,16.1392474424085,NA,0.7095,47.1,NA,76.77000000000001,NA,4.6,3.4,NA,28.8
"SYC",63.8,72.2222,50,39.4,137.25,NA,NA,73.4,70.2,"Seychelles","Sub-Saharan Africa ","High income",0.5,32.1,0.643309026956558,16452.0232099747,0.632779061794281,2.5,3,NA,76.25,NA,100,5.5178365741582756,NA,0,1.1994,32.8150177,61.5208778,NA,NA,0.789,47.9,NA,79.52,NA,4.3,3.3,39,31.8
"LBR",63.7,56.1111,99.25,38.55,143,NA,17,48.8,35.7,"Liberia","Sub-Saharan Africa ","Low income",27.6,35.3,-1.39322209358215,645.6671861007255,0.319014221429825,38.4,652,NA,81.25,NA,31.8,2.27703502919099,63.88484,0,5.3112,0.1033426,4.053,8.590956146240266,49.88381024171907,0.4805,34.3,-1.466486970583598,63.55500000000001,NA,38.4,37.5,160,35.7
"NPL",63.5,73.3333333333333,45.75,43.55,115,18,19,NA,NA,"Nepal","South Asia","Lower middle income",0.4,30,-0.862951010465622,1124.82398678457,0.504601776599884,5.7,174,NA,80.625,16.1166371410422,91.3,4.701849448972499,40.2822,0.08031,56.7046,NA,23.6260414,11.28153901256795,66.46962887165121,0.603,33.1,-0.3142955203851064,60.28,NA,5.4,13.2,118,34
"DZA",63.5,51.111083333333355,110,31,167,NA,NA,55.6,41.9,"Algeria","Middle East & North Africa","Upper middle income",0,27.6,-0.591817319393158,4602.4361687326655,0.534556448459625,2.5,78,NA,57.5,70.5979339572563,100,9.75509877224531,13.26502,7.01864,284.4451,0.0680226,4.6404362,0.5952725130933985,70.83361591545709,0.7404999999999999,41.7,-0.9117652177810669,45.635000000000005,NA,2.5,5.6,70,26.2
"MLI",63.3,63.8889,72,41.4,127.5,9,NA,43.1,39,"Mali","Sub-Saharan Africa ","Low income",20.8,35.7,-1.143775641918185,737.456947785548,0.318269580602646,9.6,440,90.438362121582,63.75,NA,53,15.42695828581575,41.92883,0.25806,49.3832,NA,7.5270495,5.4673174400089355,57.98284701455294,0.4275,34.5,-1.066861867904663,53.385,NA,12.8,NA,144,29
"KWT",63.1,NA,NA,43.25,120.5,NA,NA,NA,NA,"Kuwait","Middle East & North Africa","High income",NA,NA,0.0595144517719748,25331.823847361702,0.562588036060333,2.5,7,51.0825309753418,38.125,100,100,7.742328172626495,NA,3.79516,167.862,1.3642544,17.1037788,NA,64.433992776831,0.8265,44.4,-0.36215203007062274,38.355000000000004,NA,2.5,4.5,43,36.8
"BLZ",62.9,61.111116666666646,82.25,41.8,125,NA,24,NA,NA,"Belize","Latin America & Caribbean ","Upper middle income",NA,NA,-0.3664982169866565,6240.820246150735,NA,4.6,130,NA,80.9375,NA,98.6,6.41863486629329,15.72533,0,0.9766,11.0191832,37.5465813,6.620873354382519,64.5999831757703,0.6865,47.4,NA,70.58,NA,4.9,5.9,91,29.7
"TON",62.4,55.55555,101.5,42.3,120.75,NA,NA,NA,NA,"Tonga","East Asia & Pacific","Upper middle income",0,27.1,-0.1409338526427745,4594.63428376463,0.531120657920837,NA,126,NA,58.75,29.5287016952487,100,4.80952576287257,NA,0,0.2841,0.058384,12.5886211,9.738460469825284,NA,0.745,40.4,NA,70.515,NA,NA,3.7,NA,26.4
"FJI",62,57.22223333333335,94.25,40.5,132.75,NA,NA,NA,NA,"Fiji","East Asia & Pacific","Upper middle income",1.3,30.7,0.54236900806427,5549.807880042485,0.508573293685913,7.8,38,NA,82.5,41.8635812237094,92,9.72392781860892,9.4,0.66517,2.9823,0.9248796,5.4111967,7.383548051672075,72.87704415535443,0.7335,46,NA,58.09,NA,6.6,6.3,NA,25.8
"BRN",61.3,NA,NA,54.05,77.75,NA,NA,NA,NA,"Brunei Darussalam","East Asia & Pacific","High income",NA,NA,1.41203498840332,28637.145592430497,0.626391351222992,NA,44,NA,53.125,NA,100,10.99107886497055,NA,1.3317,14.8294,0.2010988,46.8721199,NA,65.70781890756304,0.8294999999999999,48.3,NA,43.365,NA,NA,NA,NA,43.5
"BTN",61.3,61.6667,78.25,41.65,125.5,NA,NA,NA,NA,"Bhutan","South Asia","Lower middle income",0,28.5,0.5637995600700375,3349.73309611324,0.475297033786774,NA,60,NA,75,73.3419919439661,100,8.72709228683948,NA,0,3.0709,NA,49.6693344,16.24682589613385,72.3390757796452,0.667,43.3,NA,67.85499999999999,NA,NA,NA,NA,39.8
"ZMB",61.3,54.4444666666667,104.25,39.55,137.5,10,NA,50,56,"Zambia","Sub-Saharan Africa ","Lower middle income",64.3,51.5,-0.6484935581684115,1314.854015863405,0.396927535533905,35.4,135,98.5042114257812,81.25,NA,47.8,8.24965584557419,48.25813,0.8487,30.3001,NA,41.2593994,9.992413472083381,54.28413606684053,0.5674999999999999,46.7,-0.7327039241790771,57.405,NA,29.8,32.1,137,26.5
"MDV",61.2,63.8888833333333,73.25,47.3,101,NA,NA,NA,NA,"Maldives","South Asia","Upper middle income",0,29.3,-0.117769315838814,11246.13193912655,NA,NA,57,NA,73.75,NA,100,1.98718832858089,34.845,2.49223,2.4243,0.0675951,2.2973638,11.814244773153451,71.27199736048266,0.7404999999999999,38.1,NA,58.239999999999995,NA,NA,2.2,NA,32
"HND",60.8,56.66668333333335,96.75,37.2,148.75,NA,25,NA,NA,"Honduras","Latin America & Caribbean ","Lower middle income",12.7,48.2,-0.831259548664093,2504.8311804047853,0.481023132801056,20.4,72,79.2916030883789,75,65.2067969400954,94.4,15.771441784443152,31.5,0.29499,23.7448,4.5779133,23.4505939,17.1807221960391,62.94584397122486,0.621,40.2,-0.6872939864794413,33.629999999999995,NA,18.7,23.5,99,26.2
"BRB",60.7,NA,NA,22.2,183,NA,NA,NA,NA,"Barbados","Latin America & Caribbean ","High income",NA,NA,0.404418766498566,19346.7865949787,NA,3.5,39,NA,80,NA,100,5.662921446986845,NA,0,0.928,0.0055785,1.2701082,NA,69.35155722675371,0.789,53.1,NA,NA,NA,2.5,7.4,NA,34.9
"SLE",60.1,57.7778,91,44.7,112.75,18,12,52.2,51.5,"Sierra Leone","Sub-Saharan Africa ","Low income",26.1,35.7,-1.16285729408264,1084.240229558595,0.36270210146904,28.4,443,NA,82.5,10.262418642337,29.4,7.337882165026775,50.64661,0.08621,7.1231,1.6274395,12.7496834,11.01905878343855,55.669402030812336,0.476,39.9,NA,66.78999999999999,NA,27.8,31.9,162,32.7
"NGA",60.1,55,103,47.2,98.5,21,24,47.7,53.6,"Nigeria","Sub-Saharan Africa ","Lower middle income",30.9,35.1,-0.944711804389953,2407.674104961215,0.360609829425812,18,1047,NA,66.25,28.9848848748333,60.5,14.4786562076243,48.98206,0.34195,407.6597,0.0167093,13.9266491,12.97618159871515,54.27087045454545,0.535,37.9,-1.7174467245737712,48.175,NA,15.9,21.3,157,38
"AGO",60.1,47.22223333333335,120,38.599999999999994,138.5,NA,11,41.5,46.2,"Angola","Sub-Saharan Africa ","Lower middle income",31.1,51.3,-1.01747190952301,2357.45477610781,0.362405389547348,23.2,222,NA,79.375,NA,48.5,7.722755759655305,62.6,1.02424,66.4801,0.0049298,6.9714265,31.8991201350075,50.817984574738986,0.588,40.1,-0.9775526920954386,52.735,NA,21.6,31.2,158,29.1
"SUR",59.6,64.44445,72.5,56.35,71.25,NA,NA,NA,NA,"Suriname","Latin America & Caribbean ","Upper middle income",1.1,39.2,-0.9559726417064665,7138.21783179496,NA,10.1,96,NA,73.75,55.7961520243991,99,26.64176694019875,15.80035,3.55473,4.5003,1.5432239,14.5201387,19.88481241439345,68.2453368631304,0.7364999999999999,56.9,NA,69.785,NA,9,7.2,123,35
"BWA",59.4,50.55555,110.75,48.75,98.75,12,20,68.1,59.2,"Botswana","Sub-Saharan Africa ","Upper middle income",15.4,53.3,0.43516114354133595,7197.8964721228695,0.414028495550156,24.3,186,50.8376502990722,63.75,NA,75.9,5.50680385758012,39.6,0,12.5832,NA,29.1432571,2.853126946431045,62.737625982806925,0.703,49.2,-0.9123069842656454,61.55,NA,22.9,26.7,131,33.6
"TLS",59.4,69.44446666666664,58.25,37.25,148.5,NA,NA,NA,NA,"Timor-Leste","East Asia & Pacific","Lower middle income",24.4,28.7,-0.8060472905635829,1428.4009214154448,0.454314529895783,15.9,204,NA,86.25,NA,99.7,1.467784961024595,33.9,4.70623,2.4757,1.37165,15.997529,1.3740807317666,NA,0.6105,49.9,NA,83.19,NA,22.3,NA,NA,27.8
