"iso3c","SPI.INDEX","SCI","SCI_rank","ODIN_score","ODIN_rank","odb","gdb","iiag_overall","iiag_stats","country","region","income","SI.POV.DDAY","SI.POV.GINI","GE.EST","NY.GDP.PCAP.KD","HD.HCI.OVRL","SN.ITK.DEFC.ZS","SH.STA.MMRT","SE.LPV.PRIM","SG.LAW.INDX","SH.H2O.SMDW.ZS","EG.ELC.ACCS.ZS","NV.IND.MANF.ZS","EN.POP.SLUM.UR.ZS","subsidies","EN.GHG.ALL.MT.CE.AR5","ER.MRN.PTMR.ZS","ER.LND.PTLD.ZS","DT.TDS.DECT.EX.ZS","sdg_index_score","hdi_value","env_perform_index","eci_value","press_free_score","better_life_index","undernourish","severe_food_insecurity"
"IDN",75.4,86.66667333333336,13.8,63.6,38.2,31.53,40,NA,NA,"Indonesia","East Asia & Pacific","Upper middle income",2.62,35.56,0.3637364745140078,3931.7171400885322,0.53962222337722765,6.74,170,52.82275390625,66.875,29.934283638069,99.02,19.16345669310194,19.57625,1.15297,1175.1959,3.0575466996,12.16569826,29.08080128540206,69.60346955532214,0.7088,33.2,-0.10563367294768493,58.622,NA,6,0.5
"UKR",75.3,76.66666666666666,40.5,54.339999999999996,64.2,29.575,55,NA,NA,"Ukraine","Europe & Central Asia","Upper middle income",0,25.8,-0.40766660571098323,2236.6815185546902,0.6335853934288022,4.9799999999999995,15.4,NA,82.75,87.827641825865,100,9.404794343343836,1.1,1.9901,247.14516,6.909932660399999,9.442947566,17.02438832528414,75.37777591712822,0.7798,51.233333333333334,0.33114559451738995,63.802,NA,4.166666666666666,3.3333333333333335
"MUS",73.9,86.00001333333334,16,56.480000000000004,59.5,24.0675,NA,76.225,81.6,"Mauritius","Sub-Saharan Africa ","Upper middle income",0.1,36.8,0.8011523246765138,10377.72067409994,0.62214138507843,6.58,77,NA,89.375,NA,99.82,11.17887261495512,NA,0.71263,6.15686,0.0038781248,4.7253890008,16.670539274865995,68.56909299719888,0.8078000000000001,45.733333333333334,-0.16235621832311153,69.286,NA,6.766666666666667,9.3
"ARG",73,82.88889333333334,24.8,43.199999999999996,105.9,35.498,50,NA,NA,"Argentina","Latin America & Caribbean ","Upper middle income",0.88,41.96,-0.2853242918848992,12552.95454118066,0.6051891207695008,3.32,42.6,59.1471900939941,78.125,NA,100,15.26182531693298,15.93801,1.14782,375.4053,11.766979454000001,8.5613152816,41.966836955479764,73.19570399159664,0.847,46.766666666666666,-0.2395640922089418,72.914,NA,3.3,12.9
"URY",72.6,82,28.2,52.4,73.8,49.306,55,NA,NA,"Uruguay","Latin America & Caribbean ","High income",0.16,40.38,0.7745462894439699,17614.52370684458,0.5994817495346072,2.5,19.2,43.618366241455,88.75,NA,99.98,10.005365459117256,5.04714,0,41.56912,0.7451464096,3.6291005416,NA,77.52321695791953,0.8178,43.53333333333333,0.014043225596348444,78.826,NA,2.5,2.5
"MYS",72.2,78.66667333333334,36.5,53.14,70.3,27.453333333333333,42,NA,NA,"Malaysia","East Asia & Pacific","Upper middle income",0,40.900000000000006,0.9621009349822996,10813.30309407116,0.61529666185379,2.5,21.2,42.025634765625,52.125,93.86745823369472,100,22.67054296897272,NA,0.30979,339.33706,4.3035679004,14.485202101999999,NA,69.62373203781513,0.8062,41.3,1.2089618643124898,61.01,NA,3.2333333333333334,6.3
"IND",71.7,80.44446666666666,31.6,55.56,64.6,37.502,47,NA,NA,"India","South Asia","Lower middle income",13.48,33.199999999999996,0.3198389053344726,2006.046179151294,0.4917678833007812,13.219999999999999,105.6,56.0705604553222,73.875,NA,98.08,13.60169268443752,49.01085,0.36045,3775.82914,0.2128122684,6.8979412454,10.055357168187928,62.75463420868347,0.6418,24.7,0.4516388724247615,48.012,NA,15.633333333333335,NA
"MNE",71.6,79.33335333333335,34.4,50.64,78.6,18,NA,NA,NA,"Montenegro","Europe & Central Asia","Upper middle income",1.96,34.8,0.037775201350450364,7576.5210586831445,0.6311098933219907,2.5,6,15.8112621307373,83.75,85.08376308594626,99.94,3.752978300320872,9.040000000000001,0,NA,0.2887707994,13.163214386,29.21903680631966,71.0334324404762,0.8318,46.96666666666667,NA,67.98400000000001,NA,2.5,3.1666666666666665
"MAR",71.2,73.55555333333334,49.7,62.980000000000004,38.1,20.88,12,60.175,76.1,"Morocco","Middle East & North Africa","Lower middle income",1.4,39.5,-0.14510003700852403,3298.729003906252,0.5018012821674346,5.92,72.8,59.7595329284668,75.625,74.34747353639678,99.92,15.07003456059886,10.85088,0.13343,113.32914,0.595292102,8.3295313714,11.304038605844198,70.57205075280112,0.678,36.733333333333334,-0.6182529826958975,51.662,NA,5.266666666666667,NA
"SLV",70.9,88.22223333333332,10.9,40.64,118.2,17,13,NA,NA,"El Salvador","Latin America & Caribbean ","Upper middle income",2.64,38.839999999999996,-0.28099813610315333,4205.95813351789,0.5459384322166444,6.84,42.2,69.0736236572265,88.75,NA,99,14.88119660788452,16.5,1.32163,12.745940000000001,0.706715891,8.6706168342,66.57720994836302,70.23717551725235,0.6768000000000001,41.833333333333336,-0.0603646506400158,63.09,NA,7.3,15.333333333333332
"PER",70.6,85.33333333333331,18.3,58.66,52.7,30.1025,38,NA,NA,"Peru","Latin America & Caribbean ","Upper middle income",3.4,41.18,-0.3211414486169816,6443.946031308354,0.6030771851539608,6.86,69.6,44.4424438476562,95,51.63797869810612,95.96,12.46018163093814,34.47168,0.11317,99.6016,3.4725078184,22.095140739999998,12.123951310408842,71.44951104214412,0.77,43.43333333333333,-0.7051174342632294,64.324,NA,6.566666666666666,NA
"SEN",70.3,76,42.8,46.72,91,10.3375,12,62.525,58.65,"Senegal","Sub-Saharan Africa ","Lower middle income",9.62,37.04,-0.012011839821934718,1410.398169998642,0.420301300287247,4.8,260.4,68.5682296752929,68.5,26.31338825202958,67.7,15.03144178176172,32.31584,0.28954,29.73188,1.5568671638,25.977610472000002,27.35446899974104,61.15083711484594,0.5116,36.13333333333333,-0.7029134631156921,68.774,NA,5.966666666666667,10.766666666666666
"AZE",70.1,78.44444666666668,37.5,54.4,67.9,NA,22,NA,NA,"Azerbaijan","Europe & Central Asia","Upper middle income",NA,NA,-0.02876011356711376,5404.810946575774,0.5880764722824096,2.5,38.2,37.5467720031738,80,71.04142574226861,100,5.717227913751772,26.92667,1.46575,66.72796,0.4369289336,10.155127364,7.0377710002267,73.69474818921887,0.7492,41.86666666666667,-0.9964202642440796,40.589999999999996,NA,2.5,0.5
"TUN",69.3,65.77779999999998,72.1,54.04,68.1,28.49,23,71.67500000000001,72.35,"Tunisia","Middle East & North Africa","Lower middle income",0.22,33.34,-0.1984347000718117,3949.76439135085,0.5153698563575746,3.16,37.6,65.532859802246,64.375,74.24973969525088,99.96000000000001,14.64383534107948,7.743056,1.8475,46.90304,1.0355211738,7.9146758226000005,25.45474105180526,72.34652607906798,0.7392,44.233333333333334,0.21905896067619324,64.002,NA,2.7666666666666666,11.966666666666667
"UGA",68.8,70.66669333333331,58.3,45.62,94.2,14.1325,31,48.725,60.25,"Uganda","Sub-Saharan Africa ","Low income",42.1,42.7,-0.6040812849998474,929.2431324286442,0.3837664246559142,37,285.6,81.9233627319335,76.875,17.52392517431098,44.56,15.9433063556169,54.549922,0,54.94354,NA,16.062267476,14.089836077727888,54.18626914709752,0.5232,35.733333333333334,-0.7094205717245737,54.174,NA,31.866666666666667,23.833333333333332
"PRY",68.1,66.66667333333334,71,44.54,101.8,25.663333333333334,34,NA,NA,"Paraguay","Latin America & Caribbean ","Upper middle income",1.02,44.46,-0.5747962892055513,6256.15179836138,0.5280452489852909,3.88,70.8,77.7440109252929,94.375,64.13916125926382,99.88,19.12444732893996,15.090572,0.10182,44.68832,NA,14.31472011,10.360739238260852,68.60853893348533,0.726,42.266666666666666,-0.5845463375250498,63.086,NA,3.6666666666666665,5.633333333333333
"GTM",67.9,72.44445333333331,51.4,36.08,139.4,25,19,NA,NA,"Guatemala","Latin America & Caribbean ","Upper middle income",9.5,48.3,-0.8055431246757506,4253.894947740166,0.460370320081711,13.219999999999999,96.8,78.5161895751953,73.75,55.9783913352804,97.62,13.97786809404892,37.6,0.13192,43.83052,0.8248163105999999,20.10528161,15.989807677970246,59.4145181547619,0.6368,30.766666666666666,-0.34387901177008945,57.186,NA,13.633333333333333,20.333333333333332
"JOR",67.6,77.11115333333332,38.6,52.94,71.8,12.86,22,NA,NA,"Jordan","Middle East & North Africa","Lower middle income",0,33.7,0.18893323987722402,3892.077075531872,0.5519255399703981,16.4,41,62.24605178833,48.125,85.27625538256723,99.94,17.21720248006796,17.188162000000002,0.37097,33.50182,7.9292251038,4.1987293394,21.11805902259622,69.90054978722259,0.7222,48.1,-0.08686014078557491,52.674,NA,NA,NA
"RWA",67,70.44446,58.5,60.959999999999994,44,25.2175,25,59.25,71.775,"Rwanda","Sub-Saharan Africa ","Low income",52,43.7,0.24287178963422773,909.9785986801799,0.37902460694313017,33.12,263.4,NA,84.875,NA,48.34,9.22018497603081,38.697348,0.04931,8.88434,NA,9.1070156996,16.9700821350095,59.40931117882498,0.5308,33.5,-0.7509377400080363,47.666,NA,32.233333333333334,NA
"DOM",66.8,77.11111333333332,39.3,53.34,70.4,30,35,NA,NA,"Dominican Republic","Latin America & Caribbean ","Upper middle income",0.86,38.8,-0.11514822882600127,8351.238289838522,0.5035895824432369,5.5,106.2,77.7178573608398,86.25,44.84263164532626,98.66,14.40481317621016,11.24888,0.01463,41.790820000000004,17.685360772,26.297802112,21.42111585836688,72.2936080882353,0.7646000000000001,45.4,-0.11677758023142815,73.476,NA,6.3,22.466666666666665
"ARE",66.1,NA,NA,66.14,35,25.3625,27,NA,NA,"United Arab Emirates","Middle East & North Africa","High income",0,26.4,1.386530089378356,42090.17051835324,0.67360976934433,3.04,9,25.9162464141845,77.875,NA,100,9.965484573013493,NA,1.95563,283.39166,11.438426674,19.072029002,NA,69.68733340201466,0.9098,53.2,0.14934784934545556,51.6,NA,2.8666666666666667,0.9333333333333333
"BOL",66,67.33333333333336,70.2,48.44,89.6,26,22,NA,NA,"Bolivia","Latin America & Caribbean ","Lower middle income",2.2,41.58,-0.6968975424766543,3143.909978989806,NA,19.54,164,NA,88.75,NA,98.14,10.52900908714932,46.62568,1.6988,57.2622,NA,30.865568912,14.14290223540978,69.13208152523794,0.705,43.233333333333334,-1.0268212457497914,58.49,NA,16.433333333333334,NA
"ZWE",65.4,58.2222,95.4,40.7,117.6,6.8325,NA,48.025,56,"Zimbabwe","Sub-Saharan Africa ","Lower middle income",39.8,50.3,-1.272984623908996,1330.4908239238239,0.46576279997825637,38.8,364.2,NA,86.875,26.55353496143208,49.72,15.8649599086837,21.68728,0,29.65428,NA,27.214747896,15.901227730758276,54.60327909783918,0.598,44.93333333333334,-1.0476442873477936,53.362,NA,38.8,30.666666666666668
"MMR",65.4,66.88888,69.9,48.88,84.8,4.1866666666666665,NA,NA,NA,"Myanmar","East Asia & Pacific","Lower middle income",2,30.7,-1.410974764823912,1246.366576464928,0.47648811340332,4.52,185.8,89.4679412841796,58.75,56.91463893443362,71.72,24.76690856745516,58.28105,1.04075,166.27034,0.4778390046,6.5342334504,5.700450013675848,61.62835064139292,0.5906,23.866666666666667,-1.027380883693695,43.492,NA,3.3666666666666667,3.533333333333333
"BIH",64.8,66.66668666666668,69.4,39.739999999999995,121.8,14,NA,NA,NA,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",0.1,33,-0.9776136517524738,5980.716396259956,0.5876002669334413,2.5,5.8,NA,85,87.67160009922851,100,13.36394631597766,4,0.21814,29.51738,0,3.4242457755999998,11.017870459587392,73.64159478560656,0.7784,43.6,0.5124991337458292,69.04,NA,2.5,2.6
"PAK",64.7,73.77779333333335,48.5,42.12,109.2,9.635,NA,NA,NA,"Pakistan","South Asia","Lower middle income",4.9,29.6,-0.5861368894577026,1590.709343587582,0.4047167360782626,17.78,159,79.5432510375976,56.25,49.36944811789952,94.66,12.658796143190779,56.27867,0.51992,539.59086,0.7665291844,12.314587418,38.83991660844032,58.78159546752268,0.5442,27.733333333333334,-0.6095865567525228,47.946,NA,15.866666666666667,8.8
"SAU",64.6,NA,NA,45.12,102.8,17.116,29,NA,NA,"Saudi Arabia","Middle East & North Africa","High income",NA,NA,0.4436537876725198,23420.4756062195,0.5772630095481872,3.56,16.4,32.4055786132812,74.625,NA,100,13.5116360813935,NA,4.02535,783.5700800000001,2.4940988126,4.7601270536,NA,66.3249925178146,0.8686,41.46666666666667,0.7010879615942637,35.078,NA,4.233333333333333,NA
"GHA",64.3,72.88890666666666,54.3,40.12,120.8,21.195,28,64.35,64.675,"Ghana","Sub-Saharan Africa ","Lower middle income",25.2,43.5,-0.1725073948502542,2029.807626985028,0.4487431406974792,6.24,259.2,NA,75,43.06694573933854,85.08,10.94206129620562,33.48685,0.19819,50.78498,0.096834682,14.883896256,17.722446991923345,61.80208715781767,0.6262,30.733333333333334,-0.8221347878376642,73.792,NA,5.233333333333333,5.933333333333334
"PAN",64,69.11112,61.9,43.879999999999995,103.8,25,35,NA,NA,"Panama","Latin America & Caribbean ","High income",1.1,50.059999999999995,0.010059639811515919,15118.57518263004,0.504070472717285,5.08,50.2,78.5126113891601,79.375,NA,94.9,5.339281749428094,16.3,0,18.23872,18.757279894,29.3858327,NA,67.1074728330493,0.8096,50.233333333333334,0.25502053399880725,67.39,NA,4.966666666666667,NA
"VNM",64,80.44445333333333,29.1,46.1,95.6,18.176666666666666,33,NA,NA,"Viet Nam","East Asia & Pacific","Lower middle income",0.9199999999999999,36.3,0.15319542512297635,3453.345119559182,NA,5.42,46.8,18.1209163665771,86.25,57.14981387864078,99.84,24.1311346927999,5.76598,0.12234,493.35756000000003,0.5608907630000001,7.5767808792,6.470351995136228,72.22864115896361,0.701,26.033333333333335,0.08134816773235798,24.518,NA,5.2,0.7666666666666666
"BGD",63.6,65.77778666666664,72,38.379999999999995,129.6,11.0275,24,NA,NA,"Bangladesh","South Asia","Lower middle income",10.1,32.8,-0.7294143795967102,1712.1361828771,0.4629398047924044,11.92,129.8,51.2200012207031,49.375,58.83692961521694,97.24000000000001,21.42975733828204,51.998042000000005,0.72524,276.93902,5.356942810800001,4.6059628706,11.775743164375239,64.72622854914692,0.6434,26.733333333333334,-0.94623002409935,44.424,NA,11.566666666666666,10.733333333333333
"TGO",63.6,70.88889333333331,58.6,32.8,147.6,15,15,50.1,58.800000000000004,"Togo","Sub-Saharan Africa ","Low income",27.32,39.74,-0.722555673122406,842.4616148218764,0.4296529889106754,14.8,402.8,81.6579208374023,86,19.03344748048422,55.34,12.69957423486928,38.816438,1.43618,10.66354,0.1996490592,27.904977258,8.518577932739484,55.82696528361345,0.5322,33.06666666666667,-0.9399024943510691,66.324,NA,17.9,18.466666666666665
"UZB",63.1,58.66664666666666,93.3,46.06,93.7,NA,32,NA,NA,"Uzbekistan","Europe & Central Asia","Lower middle income",2.3,31.2,-0.41878982782363877,3450.7072149421438,0.622805714607239,2.5,30,32.3652610778808,72.375,78.6132448732971,99.98,18.81865508071876,NA,5.26905,221.32728,NA,5.289320156800001,22.83039240235558,70.57582707066729,0.7218,41.7,-0.44939593970775604,46.827999999999996,NA,2.5,5.466666666666667
"CIV",62.5,68.44446,66.5,30,155.4,NA,20,54.525,47.75,"Cote d'Ivoire","Sub-Saharan Africa ","Lower middle income",10.42,36.06,-0.4657112240791322,2164.139274066596,0.3779051423072816,9.32,480.6,79.8854217529296,87.875,43.46879082006644,70.08,13.30242789937252,53.21082,0,34.92614,0.0729737688,22.946005446,16.19857287824466,61.89226297268907,0.5454,33.83333333333333,-0.9211663603782654,71.192,NA,8,9.4
"TZA",62.1,67.33334666666666,66.7,46.82,96.7,14.9925,NA,52.975,48,"Tanzania","Sub-Saharan Africa ","Lower middle income",44.9,40.5,-0.6314893960952755,1062.158593750002,0.38911997675895676,23.74,242.8,NA,81.25,10.959799633656921,42.38,8.228085268607089,41.306244,NA,87.12414,3.0150360612,38.28342635,15.81515006256806,56.93369398873186,0.5422,36.300000000000004,-0.8678532499664774,55.016,NA,22.666666666666668,25.5
"KEN",61.6,56.22222666666666,99.3,40.36,119,33.182500000000005,26,57.775,54.175,"Kenya","Sub-Saharan Africa ","Lower middle income",34.54,38.620000000000005,-0.3600360870361328,1701.975264123384,0.5458392262458804,29.9,524.6,79.2863388061523,83.75,NA,73.94,7.642474541637066,50.81331,0,113.5509,0.7585575848,12.318025916,28.28019886550598,60.5719231617647,0.5766,34.13333333333333,-0.5142558713754019,63.186,NA,25.166666666666668,26.333333333333332
"MWI",61,74.66668,46.8,37.06,135.6,12.0025,15,53.575,48.5,"Malawi","Sub-Saharan Africa ","Low income",70.1,38.5,-0.8244268536567686,563.3324194566452,0.4128048539161686,19.34,378.8,NA,78.5,16.997836166799978,12.98,11.139978764956128,49.78452,0,19.84302,NA,22.876048266,7.974148151258888,55.759444908453204,0.5124,38,-0.9682304859161377,66.852,NA,17.166666666666668,50.9
"BRB",60.7,NA,NA,22.2,183,NA,NA,NA,NA,"Barbados","Latin America & Caribbean ","High income",NA,NA,0.46849626898765584,18005.0003406,NA,3.46,40.6,NA,79.375,NA,100,5.56597525916195,NA,0,0.94178,0.005578291,1.2701081245999999,NA,69.88392257235793,0.794,50.63333333333333,NA,NA,NA,2.5,7.4
"ZMB",60.6,54.00002000000002,106.2,35.36,139.2,6.7175,NA,50.85,53.3,"Zambia","Sub-Saharan Africa ","Lower middle income",62.199999999999996,54.08,-0.7408883929252627,1285.746516141898,0.395777142047882,33.86,133.8,98.5042114257812,81.25,NA,45.98,7.93207745660792,48.568658,0.8487,29.55866,NA,41.259399642,18.38365605245293,53.61585330445364,0.57,39.93333333333334,-0.6296656827131907,60.644,NA,29.666666666666668,30.96666666666667
"LCA",60.6,59.77776000000002,91.5,42.62,105.6,14.325,21,NA,NA,"St. Lucia","Latin America & Caribbean ","Upper middle income",0.1,43.7,0.10106191337108615,10299.083716552192,0.5997691512107848,NA,72.8,NA,83.75,NA,100,2.725648522737068,NA,0.01082,0.43498000000000003,0.2185499384,18.745209228,5.49435005186193,NA,0.7326,47.86666666666667,NA,NA,NA,NA,4.5
"BFA",60.5,69.33335333333335,61.8,42.9,108.4,12.6975,23,55.55,43.025,"Burkina Faso","Sub-Saharan Africa ","Low income",27.66,39.64,-0.7861388325691224,731.9730236571133,0.3826103448867802,15.08,267.8,73.8611907958984,82.5,NA,18.82,10.37510438442408,27.663476,0.14709,35.34228,NA,16.114248648,25.503149347684396,51.73926370421013,0.4474,38.666666666666664,-0.8758927583694458,73.918,NA,15.433333333333334,18.366666666666667
"NER",60.4,69.55557333333333,60.3,35.26,140.7,NA,NA,46.375,44.125,"Niger","Sub-Saharan Africa ","Low income",50.72,34.66,-0.6827272891998292,543.5158134794088,0.3161540389060976,12.42,434.8,90.4368209838867,55.625,NA,18.96,7.309124930337906,70.44397,1.0794,41.1949,NA,18.022634238,13.994475709873523,47.284257363492024,0.3992,36.16666666666667,-0.8304398556550344,69.738,NA,14.066666666666666,21.233333333333334
"WSM",60.3,57.33336,95.7,42.76,109.3,NA,NA,NA,NA,"Samoa","East Asia & Pacific","Lower middle income",1.2,38.7,0.432632476091385,4081.714715136532,0.5432161927223208,4.96,60.4,NA,75,62.14235903307098,98.82,4.676244099799604,NA,0,0.55716,0.13257143500000002,8.0498159086,15.72660566534594,NA,0.7132,40.266666666666666,NA,79.56,NA,5.866666666666666,3.4
"TON",60.1,54.44443333333334,105.8,42,122.5,NA,NA,NA,NA,"Tonga","East Asia & Pacific","Upper middle income",0.72,29.66,0.10160631686449059,4621.270055095306,0.528503358364105,NA,125.8,NA,58.75,29.50797669627352,99.66,5.233932450961154,NA,0,0.28628,0.058384001,12.588620668,6.289338630854202,NA,0.7432,43.1,NA,72.752,NA,NA,4.833333333333333
"KWT",60,NA,NA,46.74,96.7,NA,NA,NA,NA,"Kuwait","Middle East & North Africa","High income",NA,NA,-0.03340355306863768,25828.0654334981,0.5629224777221679,2.5,7,51.0825309753418,33.875,100,100,8.398113750758784,NA,3.79516,158.0716,1.364254231,17.103779288000002,NA,63.25574951746782,0.8326,46.8,-0.3624730035662651,54.838,NA,2.533333333333333,4.766666666666667
"BRN",59.9,NA,NA,53.766666666666666,77.5,NA,NA,NA,NA,"Brunei Darussalam","East Asia & Pacific","High income",NA,NA,1.37866418361664,29308.53475713274,0.626391351222992,NA,44.2,NA,53.125,NA,100,8.164105984453538,NA,1.3317,14.7819,0.20109888,46.872119940000005,NA,64.44460740546218,0.8306,49.6,NA,47.138000000000005,NA,NA,NA
"SYC",59.8,73.77775333333334,50.3,39.96,120.5,NA,NA,72.075,66.825,"Seychelles","Sub-Saharan Africa ","High income",0.5,32.1,0.6975820779800415,17287.8192922959,0.6323346853256226,2.5,3,NA,76.25,NA,100,5.85990392972995,NA,0,1.16478,29.38333062,59.144450688,NA,NA,0.7952,53.9,NA,75.062,NA,3.933333333333333,3.2333333333333334
"CPV",59.7,67.55554666666667,70.6,38.26,126.3,NA,NA,71.72500000000001,59.5,"Cabo Verde","Sub-Saharan Africa ","Lower middle income",4.6,42.4,0.10286270184442393,3807.403287676332,NA,13,42,NA,86.25,NA,94.96,4.968864318787316,NA,0,1.23932,6.769988e-4,2.8952401814,12.492671870356872,68.23204249622925,0.6696000000000001,37.56666666666666,NA,78.208,NA,18.266666666666666,6.766666666666667
"JAM",59.6,65.33333333333334,74.5,60.02,49.6,25.65,31,NA,NA,"Jamaica","Latin America & Caribbean ","Upper middle income",0.22,38.36,0.5010763823986052,5108.907295091304,0.5358367204666138,7.18,97.8,NA,69.375,NA,99.72,8.06953358428299,NA,0.00279,8.13816,0.7613875576,17.602292386,43.88063232615414,69.46599637923352,0.7143999999999999,47.43333333333334,-0.3739027182261149,85.528,NA,7.466666666666667,24
"GMB",59.6,67.55556666666664,68.6,41.04,118.2,NA,20,54.975,57.025,"Gambia, The","Sub-Saharan Africa ","Low income",16.439999999999998,38.22,-0.6943444609642028,696.315045577118,0.4179150760173802,18.66,461.2,NA,69.375,46.96524133763888,63.760000000000005,2.248249637595454,39.253638,0,2.2876600000000002,0.4970079264,6.99633732,17.387022075217708,58.23069086134454,0.4976,33.96666666666667,NA,69.516,NA,18.866666666666667,26.6
"HND",59.4,65.7778,71.9,38.28,129.3,NA,25,NA,NA,"Honduras","Latin America & Caribbean ","Lower middle income",12.7,48.2,-0.7493022322654722,2414.0953778965422,0.48087969422340404,17.8,71,79.2916030883789,75,64.71659783502574,93.42,16.1052020327403,31.5,0.29499,22.95994,4.4937433767999995,23.53758435,16.970369021296218,62.950023421186664,0.6216,38.166666666666664,-0.6095132480065028,44.236,NA,16.466666666666665,18.666666666666664
"BLZ",59.2,62.00000666666664,84.7,40.26,120.5,NA,24,NA,NA,"Belize","Latin America & Caribbean ","Upper middle income",NA,NA,-0.4995000541210176,5839.356903781686,NA,4.4799999999999995,121.2,NA,80,NA,96.88,6.4512924104584926,15.72613,0,0.9493400000000001,10.831129912,37.573098774,18.512928567605496,66.24164877013305,0.6981999999999999,46.43333333333333,NA,71.71,NA,4.8,5.966666666666667
"DZA",59.2,53.77776666666668,106.2,31.62,154.2,NA,NA,55.825,41.975,"Algeria","Middle East & North Africa","Upper middle income",0,27.6,-0.5955889225006105,4539.59372767358,0.5340439438819884,2.5,77.8,NA,57.5,71.58898470315683,99.8,8.077223790866745,14.0461,7.01864,279.33724,0.07151475880000001,5.2113527144,0.5627803048873166,70.95637878151261,0.7436,38.7,-1.0537178417046864,50.548,NA,2.5,6.233333333333333
"FJI",59.2,61.77778000000002,84.5,35.56,139.5,NA,NA,NA,NA,"Fiji","East Asia & Pacific","Upper middle income",1.3,30.7,0.6196253418922424,5204.012435455324,0.508573293685913,6.84,38,NA,81.875,41.71164603715374,93.86,10.458364993671267,9.4,0.66517,2.97412,0.9248797622,5.4111968218,11.119042624516212,72.84585726540615,0.7398,37.233333333333334,NA,66.734,NA,6.066666666666666,4.166666666666667
"BEN",59,68.22226000000002,63,39.64,116.2,10.182500000000001,14,56.775,48.725,"Benin","Sub-Saharan Africa ","Lower middle income",15.66,35.8,-0.2816915005445482,1179.866023856638,0.3996226489543912,10.66,522.8,55.7761039733886,80,NA,47.2,9.783788426128908,68.011584,1.27828,19.7573,0,29.627741482,12.72088403650673,54.64087289915966,0.5278,32.46666666666667,-0.6785454352696737,59.160000000000004,NA,10.233333333333333,14.3
"QAT",58.5,NA,NA,42.54,110.2,16.1475,22,NA,NA,"Qatar","Middle East & North Africa","High income",0,35.1,0.9969152450561538,63223.04726909692,0.6371823906898503,NA,7.8,21.058874130249,30.625,96.64768650879373,100,8.591366948653468,NA,0.31664,194.08394,2.1701185534,15.271181480000001,NA,64.51169465940922,0.854,38.96666666666667,-0.16557328837613264,55.338,NA,NA,NA
"AGO",58.4,44.88887333333334,125.3,31.439999999999998,148.4,NA,11,40.675,46.375,"Angola","Sub-Saharan Africa ","Lower middle income",31.1,51.3,-1.109455633163454,2439.634650653928,0.361962503194809,21.4,223.2,NA,76.875,NA,47.56,7.037302840964608,62.59621,1.02424,70.3384,0.0049298846,6.9714262974,31.84591579507686,50.82261150846703,0.5926,33.43333333333334,-1.248505214850108,60.506,NA,19.733333333333334,29.5
"KHM",58,62,84.9,30.96,155.5,NA,13,NA,NA,"Cambodia","East Asia & Pacific","Lower middle income",NA,NA,-0.4411328554153444,1990.015867550092,0.4914088726043696,4.74,217.2,90.0033493041992,78.75,28.38616779094934,87.5,25.74458084816188,39.7,0.15731,49.18354,1.1903997692,36.996453603999996,8.649851192586716,63.30780418353705,0.5928,31.633333333333333,-0.4748941908280055,49.46,NA,4.566666666666666,14.633333333333333
"BWA",58,48.88886666666668,116.6,47.14,93.5,10.745,20,67.8,59.1,"Botswana","Sub-Saharan Africa ","Upper middle income",15.4,53.3,0.3475459963083268,6899.587537328468,0.4137260973453524,23.68,172.4,50.8376502990722,63.75,NA,73.48,5.598491058073412,39.597754,0,11.78834,NA,29.143258268,2.90542710627328,62.25320180820174,0.7121999999999999,47.86666666666667,-0.7865663766860962,70.24,NA,24.599999999999998,25.266666666666666
"MDV",57.9,58.66665333333332,92.3,45.08,98.1,NA,NA,NA,NA,"Maldives","South Asia","Upper middle income",0,29.3,-0.012906959652900802,10182.856465756819,NA,NA,55.6,NA,73.75,NA,100,2.185500844385248,34.9565,2.49223,2.45302,0.0643770618,2.0797102715999998,14.66635376882906,71.12880693815987,0.7464,37.03333333333333,NA,65.05199999999999,NA,NA,2.2
"CHN",57.9,79.77778,32.6,39.28,125.1,22.82,40,NA,NA,"China","East Asia & Pacific","Upper middle income",0,36.480000000000004,0.6339944779872896,11093.61251622236,0.651901876926422,2.5,22.4,18.2000007629394,76.625,NA,100,26.770834335567578,NA,0.1896,15275.01256,5.464573215,15.61518759,9.67977929933649,71.78022814183365,0.7592,33.699999999999996,1.2445738514264424,22.404,NA,2.5,NA
"MLI",57.8,63.333346666666685,80.1,40.82,117.4,4.07,NA,43.825,38.775,"Mali","Sub-Saharan Africa ","Low income",18.56,35.82,-1.164920639991762,738.6884146455234,0.318916702270508,7.12,437.6,90.438362121582,63.75,NA,51.58,15.89966245039926,42.767778,0.25806,47.25228,NA,7.6679617082,5.200184318337926,57.061687286872356,0.4288,30.8,-0.8020056535800298,60.784,NA,9.7,NA
"LBR",57.5,57.55555333333334,97.6,37.9,133,NA,17,48.425,35.5,"Liberia","Sub-Saharan Africa ","Low income",27.6,35.3,-1.41009714603424,630.9974431042314,0.3187254250049592,37.82,655.2,NA,81.25,NA,28.82,2.27703502919099,63.88484,0,5.1296,0.1033427646,4.0526153946,7.81670430086101,49.75868506713874,0.4818,27.266666666666666,-1.2247103154659271,66.00200000000001,NA,37.699999999999996,37.36666666666667
